customer_id,order_id,order_date,product_id,category,city,quantity,price,revenue
C0297,5362,2023-10-13,P5,Clothing,Mumbai,5,1811,9055
C0381,5363,2023-11-22,P6,Home,Bangalore,5,1945,9725
C0135,5364,2023-06-18,P3,Clothing,Mumbai,4,1861,7444
C0232,5365,2023-08-31,P3,Home,Kolkata,2,154,308
C0494,5366,2023-12-05,P8,Sports,Bangalore,3,1772,5316
C0387,5367,2023-07-19,P8,Clothing,Delhi,4,521,2084
C0042,5368,2023-04-02,P5,Sports,Delhi,2,735,1470
C0284,5369,2023-03-02,P2,Home,Delhi,5,174,870
C0036,5370,2023-05-02,P2,Clothing,Chennai,4,1110,4440
C0039,5371,2023-08-21,P7,Electronics,Kolkata,5,170,850
C0455,5372,2023-11-28,P3,Electronics,Delhi,3,777,2331
C0315,5373,2023-03-15,P6,Sports,Chennai,3,889,2667
C0076,5374,2023-02-08,P7,Electronics,Kolkata,4,308,1232
C0210,5375,2023-12-22,P8,Home,Delhi,1,197,197
C0425,5376,2023-05-03,P8,Sports,Mumbai,4,1934,7736
C0098,5377,2023-06-28,P1,Clothing,Mumbai,5,228,1140
C0192,5378,2023-06-12,P4,Sports,Bangalore,4,120,480
C0438,5379,2023-06-30,P1,Sports,Bangalore,5,586,2930
C0237,5380,2023-01-26,P6,Sports,Mumbai,2,1136,2272
C0169,5381,2023-10-30,P2,Electronics,Mumbai,5,1551,7755
C0283,5382,2023-10-29,P4,Electronics,Delhi,5,1683,8415
C0244,5383,2023-11-29,P1,Electronics,Chennai,2,415,830
C0444,5384,2023-11-19,P2,Electronics,Bangalore,5,1502,7510
C0418,5385,2023-07-08,P1,Clothing,Delhi,4,1379,5516
C0284,5386,2023-06-02,P2,Home,Bangalore,4,567,2268
C0353,5387,2023-03-13,P3,Clothing,Chennai,5,1334,6670
C0393,5388,2023-07-02,P1,Electronics,Kolkata,5,1714,8570
C0244,5389,2023-05-10,P7,Clothing,Delhi,1,1424,1424
C0008,5390,2023-11-23,P4,Sports,Chennai,3,1529,4587
C0468,5391,2023-09-17,P3,Home,Delhi,5,1355,6775
C0143,5392,2023-05-08,P5,Sports,Bangalore,4,987,3948
C0072,5393,2023-02-09,P6,Home,Mumbai,2,1517,3034
C0292,5394,2023-12-22,P6,Electronics,Bangalore,3,359,1077
C0166,5395,2023-11-20,P5,Sports,Kolkata,3,961,2883
C0355,5396,2023-08-03,P7,Home,Bangalore,5,1947,9735
C0346,5397,2023-11-07,P6,Electronics,Mumbai,5,1395,6975
C0437,5398,2023-06-12,P2,Sports,Kolkata,5,1442,7210
C0388,5399,2023-10-11,P5,Sports,Delhi,2,1352,2704
C0441,5400,2023-06-07,P3,Sports,Mumbai,4,942,3768
C0306,5401,2023-09-17,P2,Clothing,Chennai,3,700,2100
C0070,5402,2023-07-16,P1,Home,Bangalore,4,1763,7052
C0014,5403,2023-02-03,P5,Home,Kolkata,4,557,2228
C0363,5404,2023-12-11,P1,Home,Kolkata,5,1231,6155
C0470,5405,2023-04-11,P4,Clothing,Chennai,3,1690,5070
C0180,5406,2023-12-22,P2,Sports,Bangalore,4,930,3720
C0449,5407,2023-11-28,P3,Electronics,Bangalore,5,855,4275
C0422,5408,2023-11-24,P5,Clothing,Kolkata,1,1628,1628
C0134,5409,2023-09-19,P6,Electronics,Chennai,3,1809,5427
C0276,5410,2023-08-08,P7,Home,Bangalore,5,1423,7115
C0284,5411,2023-04-21,P2,Electronics,Mumbai,4,954,3816
C0076,5412,2023-01-03,P2,Home,Delhi,5,781,3905
C0308,5413,2023-11-03,P5,Sports,Kolkata,3,1677,5031
C0025,5414,2023-02-02,P4,Sports,Bangalore,1,714,714
C0106,5415,2023-05-09,P6,Electronics,Mumbai,5,908,4540
C0448,5416,2023-06-04,P5,Home,Chennai,4,992,3968
C0262,5417,2023-04-18,P1,Sports,Delhi,2,1342,2684
C0227,5418,2023-03-01,P5,Electronics,Delhi,4,123,492
C0413,5419,2023-05-21,P2,Clothing,Mumbai,5,1138,5690
C0137,5420,2023-06-01,P3,Clothing,Delhi,3,671,2013
C0084,5421,2023-09-30,P5,Sports,Mumbai,3,1877,5631
C0451,5422,2023-08-27,P7,Home,Delhi,2,1397,2794
C0263,5423,2023-10-06,P7,Sports,Bangalore,2,866,1732
C0238,5424,2023-02-19,P8,Home,Delhi,5,589,2945
C0478,5425,2023-11-19,P2,Sports,Mumbai,2,1081,2162
C0463,5426,2023-09-12,P3,Clothing,Chennai,5,453,2265
C0462,5427,2023-02-04,P5,Home,Chennai,2,1696,3392
C0282,5428,2023-12-12,P3,Sports,Delhi,3,1105,3315
C0146,5429,2023-09-29,P7,Clothing,Chennai,5,784,3920
C0204,5430,2023-04-22,P3,Sports,Chennai,3,1069,3207
C0417,5431,2023-12-05,P7,Sports,Chennai,2,1259,2518
C0486,5432,2023-07-17,P1,Clothing,Mumbai,1,1330,1330
C0061,5433,2023-08-11,P8,Home,Bangalore,2,1036,2072
C0238,5434,2023-07-09,P8,Home,Chennai,4,1262,5048
C0177,5435,2023-02-14,P4,Clothing,Chennai,2,962,1924
C0497,5436,2023-11-16,P4,Electronics,Kolkata,5,1094,5470
C0377,5437,2023-07-14,P6,Home,Mumbai,5,1018,5090
C0078,5438,2023-06-27,P4,Clothing,Mumbai,1,1698,1698
C0158,5439,2023-10-29,P6,Sports,Bangalore,5,1109,5545
C0103,5440,2023-10-27,P1,Home,Kolkata,4,1137,4548
C0129,5441,2023-08-16,P7,Clothing,Bangalore,2,1243,2486
C0050,5442,2023-03-19,P1,Clothing,Delhi,5,1882,9410
C0132,5443,2023-03-28,P2,Home,Delhi,5,426,2130
C0022,5444,2023-05-27,P6,Home,Delhi,5,1541,7705
C0093,5445,2023-01-18,P7,Sports,Bangalore,5,1138,5690
C0070,5446,2023-03-20,P4,Home,Chennai,2,1076,2152
C0067,5447,2023-07-08,P8,Home,Chennai,5,891,4455
C0278,5448,2023-03-07,P7,Electronics,Kolkata,5,1687,8435
C0456,5449,2023-03-21,P8,Clothing,Kolkata,5,1850,9250
C0447,5450,2023-01-22,P8,Sports,Delhi,1,930,930
C0466,5451,2023-12-21,P6,Electronics,Bangalore,3,1411,4233
C0203,5452,2023-09-28,P8,Electronics,Chennai,2,376,752
C0095,5453,2023-12-28,P8,Sports,Kolkata,2,1379,2758
C0234,5454,2023-04-21,P1,Home,Kolkata,1,1970,1970
C0012,5455,2023-07-28,P5,Home,Mumbai,3,364,1092
C0201,5456,2023-12-21,P4,Sports,Delhi,5,449,2245
C0467,5457,2023-03-21,P4,Electronics,Bangalore,5,361,1805
C0191,5458,2023-07-18,P8,Home,Mumbai,2,849,1698
C0306,5459,2023-05-30,P5,Clothing,Chennai,4,1178,4712
C0089,5460,2023-10-21,P8,Home,Delhi,2,1506,3012
C0497,5461,2023-02-25,P5,Clothing,Bangalore,1,883,883
C0148,5462,2023-04-08,P8,Clothing,Bangalore,5,1013,5065
C0227,5463,2023-12-18,P5,Electronics,Delhi,2,1971,3942
C0061,5464,2023-06-01,P5,Home,Mumbai,1,124,124
C0432,5465,2023-07-01,P1,Clothing,Chennai,1,1694,1694
C0284,5466,2023-06-18,P5,Home,Chennai,1,1751,1751
C0113,5467,2023-07-24,P6,Electronics,Delhi,3,1696,5088
C0393,5468,2023-10-07,P8,Sports,Chennai,2,969,1938
C0165,5469,2023-12-18,P8,Clothing,Mumbai,5,1902,9510
C0057,5470,2023-09-10,P8,Clothing,Mumbai,3,1631,4893
C0182,5471,2023-02-02,P4,Electronics,Delhi,3,1806,5418
C0042,5472,2023-03-16,P4,Clothing,Delhi,2,1249,2498
C0224,5473,2023-07-22,P1,Electronics,Chennai,5,1585,7925
C0424,5474,2023-03-01,P7,Home,Bangalore,2,850,1700
C0463,5475,2023-05-10,P3,Sports,Bangalore,2,1577,3154
C0455,5476,2023-06-26,P4,Electronics,Bangalore,5,570,2850
C0105,5477,2023-01-05,P8,Electronics,Mumbai,5,988,4940
C0270,5478,2023-08-25,P2,Clothing,Chennai,1,795,795
C0088,5479,2023-06-21,P5,Sports,Bangalore,1,1934,1934
C0138,5480,2023-12-22,P8,Clothing,Bangalore,5,523,2615
C0259,5481,2023-03-28,P6,Home,Chennai,1,1110,1110
C0460,5482,2023-04-29,P6,Home,Chennai,2,1954,3908
C0080,5483,2023-04-04,P6,Electronics,Mumbai,3,106,318
C0279,5484,2023-08-07,P3,Clothing,Mumbai,3,680,2040
C0177,5485,2023-06-19,P4,Sports,Bangalore,4,1353,5412
C0392,5486,2023-11-17,P3,Electronics,Chennai,1,880,880
C0477,5487,2023-11-12,P1,Home,Chennai,3,678,2034
C0259,5488,2023-09-08,P3,Home,Delhi,4,292,1168
C0298,5489,2023-03-27,P4,Home,Kolkata,1,240,240
C0363,5490,2023-02-09,P6,Home,Chennai,2,1718,3436
C0127,5491,2023-10-10,P6,Sports,Mumbai,1,795,795
C0348,5492,2023-10-30,P6,Clothing,Mumbai,1,524,524
C0199,5493,2023-10-14,P1,Electronics,Chennai,4,148,592
C0242,5494,2023-06-17,P3,Electronics,Mumbai,1,207,207
C0483,5495,2023-09-15,P3,Sports,Bangalore,3,484,1452
C0152,5496,2023-02-13,P8,Sports,Delhi,4,933,3732
C0461,5497,2023-05-03,P2,Electronics,Bangalore,1,985,985
C0053,5498,2023-08-09,P5,Home,Mumbai,4,642,2568
C0442,5499,2023-08-03,P5,Home,Delhi,4,646,2584
C0323,5500,2023-03-25,P2,Clothing,Kolkata,2,1583,3166
C0237,5501,2023-04-25,P6,Electronics,Chennai,5,874,4370
C0132,5502,2023-05-01,P2,Clothing,Bangalore,4,994,3976
C0031,5503,2023-12-01,P4,Electronics,Kolkata,4,1769,7076
C0272,5504,2023-02-15,P3,Home,Kolkata,5,1641,8205
C0041,5505,2023-10-28,P3,Sports,Bangalore,2,1095,2190
C0043,5506,2023-04-28,P5,Clothing,Delhi,5,438,2190
C0394,5507,2023-04-24,P5,Sports,Mumbai,4,1738,6952
C0308,5508,2023-04-01,P6,Home,Kolkata,2,1097,2194
C0214,5509,2023-09-10,P6,Clothing,Delhi,4,1377,5508
C0199,5510,2023-10-22,P2,Sports,Mumbai,2,240,480
C0388,5511,2023-02-01,P6,Home,Mumbai,2,1297,2594
C0349,5512,2023-02-05,P4,Electronics,Mumbai,3,1729,5187
C0385,5513,2023-04-10,P8,Home,Mumbai,5,1438,7190
C0087,5514,2023-11-02,P2,Clothing,Chennai,4,945,3780
C0214,5515,2023-01-18,P5,Electronics,Chennai,4,1000,4000
C0086,5516,2023-06-16,P6,Sports,Bangalore,3,753,2259
C0146,5517,2023-11-04,P4,Clothing,Kolkata,2,1391,2782
C0026,5518,2023-12-24,P6,Sports,Chennai,3,336,1008
C0415,5519,2023-01-04,P4,Electronics,Chennai,4,571,2284
C0243,5520,2023-03-11,P7,Home,Mumbai,1,1895,1895
C0029,5521,2023-01-13,P8,Clothing,Delhi,5,680,3400
C0070,5522,2023-04-24,P3,Home,Chennai,3,109,327
C0241,5523,2023-02-20,P6,Sports,Kolkata,3,373,1119
C0234,5524,2023-08-10,P7,Clothing,Mumbai,5,954,4770
C0056,5525,2023-01-08,P2,Home,Mumbai,1,143,143
C0425,5526,2023-04-18,P1,Clothing,Delhi,4,198,792
C0258,5527,2023-05-29,P8,Home,Bangalore,5,1120,5600
C0014,5528,2023-09-10,P5,Sports,Bangalore,3,310,930
C0390,5529,2023-08-01,P1,Home,Bangalore,1,1106,1106
C0451,5530,2023-09-10,P5,Home,Kolkata,5,1498,7490
C0332,5531,2023-03-11,P1,Clothing,Delhi,2,367,734
C0133,5532,2023-07-19,P6,Electronics,Chennai,2,1324,2648
C0499,5533,2023-02-05,P6,Sports,Kolkata,5,672,3360
C0173,5534,2023-05-17,P8,Home,Delhi,1,596,596
C0274,5535,2023-12-17,P4,Electronics,Mumbai,3,1524,4572
C0144,5536,2023-02-18,P1,Home,Delhi,1,1129,1129
C0189,5537,2023-12-21,P3,Sports,Chennai,1,1445,1445
C0302,5538,2023-04-26,P7,Electronics,Chennai,2,1845,3690
C0125,5539,2023-08-09,P5,Sports,Bangalore,5,269,1345
C0439,5540,2023-01-10,P5,Sports,Delhi,1,230,230
C0499,5541,2023-09-12,P7,Clothing,Kolkata,3,582,1746
C0055,5542,2023-03-22,P3,Electronics,Chennai,4,465,1860
C0099,5543,2023-03-13,P8,Clothing,Kolkata,4,143,572
C0092,5544,2023-06-01,P3,Clothing,Delhi,3,340,1020
C0155,5545,2023-03-09,P4,Clothing,Delhi,1,429,429
C0395,5546,2023-12-30,P7,Electronics,Chennai,5,620,3100
C0486,5547,2023-12-26,P7,Home,Delhi,1,1644,1644
C0202,5548,2023-11-29,P2,Home,Bangalore,4,988,3952
C0391,5549,2023-03-09,P6,Sports,Kolkata,3,1416,4248
C0123,5550,2023-12-29,P7,Clothing,Kolkata,2,1669,3338
C0264,5551,2023-04-22,P5,Clothing,Chennai,4,637,2548
C0060,5552,2023-01-10,P4,Electronics,Delhi,5,994,4970
C0108,5553,2023-05-13,P4,Electronics,Chennai,5,305,1525
C0433,5554,2023-07-23,P8,Home,Chennai,1,1842,1842
C0464,5555,2023-12-13,P4,Clothing,Delhi,5,1802,9010
C0020,5556,2023-09-16,P4,Electronics,Bangalore,3,225,675
C0150,5557,2023-06-29,P5,Electronics,Bangalore,1,251,251
C0057,5558,2023-10-07,P3,Sports,Mumbai,2,1109,2218
C0407,5559,2023-11-19,P4,Clothing,Chennai,1,214,214
C0133,5560,2023-01-25,P6,Electronics,Chennai,2,121,242
C0202,5561,2023-02-20,P3,Electronics,Kolkata,5,176,880
C0183,5562,2023-03-02,P2,Home,Chennai,3,1415,4245
C0188,5563,2023-09-27,P1,Home,Bangalore,3,336,1008
C0018,5564,2023-04-02,P3,Sports,Chennai,3,1972,5916
C0479,5565,2023-01-09,P7,Clothing,Chennai,4,1619,6476
C0164,5566,2023-12-08,P3,Sports,Bangalore,3,1263,3789
C0378,5567,2023-05-30,P3,Clothing,Chennai,3,340,1020
C0084,5568,2023-05-16,P6,Home,Kolkata,2,1287,2574
C0498,5569,2023-02-18,P1,Electronics,Bangalore,5,887,4435
C0302,5570,2023-04-28,P6,Clothing,Delhi,5,103,515
C0424,5571,2023-03-03,P3,Sports,Chennai,5,116,580
C0167,5572,2023-01-17,P5,Electronics,Chennai,5,1471,7355
C0144,5573,2023-09-02,P6,Electronics,Mumbai,1,671,671
C0169,5574,2023-05-28,P7,Electronics,Bangalore,2,724,1448
C0275,5575,2023-04-11,P3,Sports,Kolkata,4,820,3280
C0020,5576,2023-10-07,P6,Clothing,Delhi,5,580,2900
C0364,5577,2023-06-03,P1,Clothing,Delhi,4,179,716
C0183,5578,2023-03-17,P7,Electronics,Delhi,1,613,613
C0313,5579,2023-02-12,P3,Clothing,Chennai,4,775,3100
C0231,5580,2023-05-26,P5,Electronics,Bangalore,5,1507,7535
C0202,5581,2023-05-30,P2,Clothing,Delhi,5,915,4575
C0487,5582,2023-07-12,P8,Home,Delhi,1,1145,1145
C0112,5583,2023-12-22,P3,Sports,Kolkata,3,1960,5880
C0252,5584,2023-04-22,P4,Clothing,Delhi,2,1582,3164
C0290,5585,2023-07-14,P4,Electronics,Chennai,2,1508,3016
C0066,5586,2023-03-17,P6,Home,Mumbai,1,153,153
C0208,5587,2023-11-14,P1,Home,Kolkata,3,373,1119
C0127,5588,2023-06-29,P5,Clothing,Chennai,2,1323,2646
C0402,5589,2023-05-30,P8,Sports,Chennai,3,794,2382
C0311,5590,2023-01-23,P2,Home,Mumbai,3,508,1524
C0368,5591,2023-03-03,P5,Clothing,Mumbai,3,1091,3273
C0248,5592,2023-10-01,P5,Clothing,Bangalore,2,1113,2226
C0208,5593,2023-03-27,P7,Clothing,Bangalore,1,1017,1017
C0466,5594,2023-03-18,P4,Clothing,Mumbai,3,598,1794
C0293,5595,2023-10-27,P7,Clothing,Delhi,2,721,1442
C0384,5596,2023-10-31,P8,Clothing,Delhi,5,1841,9205
C0214,5597,2023-11-30,P2,Sports,Kolkata,4,1047,4188
C0030,5598,2023-09-12,P1,Sports,Mumbai,5,1201,6005
C0496,5599,2023-11-13,P7,Sports,Chennai,1,1464,1464
C0282,5600,2023-02-07,P7,Electronics,Bangalore,1,500,500
C0025,5601,2023-05-25,P4,Home,Mumbai,1,1390,1390
C0379,5602,2023-10-14,P1,Sports,Mumbai,3,918,2754
C0464,5603,2023-04-01,P4,Sports,Bangalore,1,1977,1977
C0442,5604,2023-06-24,P3,Home,Bangalore,2,1182,2364
C0216,5605,2023-01-31,P8,Clothing,Delhi,4,1509,6036
C0220,5606,2023-01-20,P6,Home,Bangalore,3,1475,4425
C0130,5607,2023-02-14,P7,Clothing,Chennai,5,1691,8455
C0420,5608,2023-11-09,P3,Electronics,Chennai,5,965,4825
C0497,5609,2023-05-15,P6,Clothing,Bangalore,3,1686,5058
C0484,5610,2023-04-20,P7,Sports,Delhi,3,1552,4656
C0298,5611,2023-07-11,P5,Electronics,Kolkata,5,451,2255
C0401,5612,2024-01-01,P8,Electronics,Kolkata,4,1275,5100
C0302,5613,2023-05-31,P7,Clothing,Chennai,3,250,750
C0188,5614,2023-05-31,P7,Electronics,Kolkata,3,1142,3426
C0267,5615,2023-10-26,P7,Clothing,Kolkata,2,291,582
C0469,5616,2023-07-23,P6,Clothing,Mumbai,1,1738,1738
C0025,5617,2023-06-12,P1,Home,Chennai,3,1492,4476
C0090,5618,2023-08-22,P8,Clothing,Delhi,2,318,636
C0433,5619,2023-06-12,P4,Electronics,Bangalore,5,1383,6915
C0177,5620,2023-08-10,P8,Home,Bangalore,5,581,2905
C0023,5621,2023-07-20,P2,Sports,Delhi,2,1915,3830
C0440,5622,2023-06-14,P2,Clothing,Bangalore,3,1727,5181
C0301,5623,2023-06-15,P1,Home,Delhi,2,356,712
C0103,5624,2023-06-22,P7,Clothing,Chennai,5,1430,7150
C0333,5625,2023-11-16,P6,Electronics,Chennai,4,144,576
C0356,5626,2023-02-18,P8,Electronics,Kolkata,1,1526,1526
C0336,5627,2023-04-07,P1,Sports,Mumbai,4,819,3276
C0368,5628,2023-08-17,P4,Home,Delhi,4,963,3852
C0202,5629,2023-10-02,P2,Home,Bangalore,4,1010,4040
C0275,5630,2023-08-17,P5,Electronics,Chennai,1,1614,1614
C0352,5631,2023-07-23,P2,Clothing,Mumbai,1,1856,1856
C0123,5632,2023-08-11,P2,Clothing,Bangalore,1,429,429
C0241,5633,2023-07-24,P1,Electronics,Mumbai,2,1704,3408
C0249,5634,2023-03-09,P4,Home,Bangalore,4,472,1888
C0244,5635,2023-08-12,P3,Electronics,Delhi,3,972,2916
C0344,5636,2023-02-08,P5,Electronics,Bangalore,2,372,744
C0294,5637,2023-07-30,P5,Sports,Bangalore,5,1378,6890
C0026,5638,2023-04-28,P1,Electronics,Delhi,4,408,1632
C0182,5639,2024-01-01,P6,Electronics,Kolkata,4,469,1876
C0447,5640,2023-10-11,P6,Sports,Kolkata,1,859,859
C0314,5641,2023-12-13,P8,Home,Delhi,1,408,408
C0435,5642,2023-03-22,P8,Electronics,Kolkata,4,990,3960
C0378,5643,2023-09-29,P4,Electronics,Mumbai,1,698,698
C0480,5644,2023-04-28,P5,Electronics,Kolkata,5,1990,9950
C0374,5645,2023-03-17,P6,Electronics,Mumbai,1,1443,1443
C0176,5646,2023-05-28,P5,Sports,Bangalore,2,928,1856
C0094,5647,2023-11-29,P2,Electronics,Kolkata,1,365,365
C0097,5648,2023-09-07,P7,Sports,Delhi,2,1688,3376
C0066,5649,2023-10-23,P4,Electronics,Chennai,3,1714,5142
C0009,5650,2023-11-02,P4,Sports,Chennai,4,933,3732
C0310,5651,2023-07-06,P6,Sports,Kolkata,3,1463,4389
C0047,5652,2023-09-15,P3,Clothing,Delhi,5,783,3915
C0245,5653,2023-12-27,P5,Home,Mumbai,4,286,1144
C0325,5654,2023-05-14,P8,Clothing,Mumbai,1,1649,1649
C0101,5655,2023-09-05,P2,Clothing,Delhi,4,457,1828
C0098,5656,2023-05-31,P7,Sports,Kolkata,5,1647,8235
C0468,5657,2023-05-18,P5,Clothing,Mumbai,3,1090,3270
C0049,5658,2023-05-22,P2,Sports,Kolkata,4,522,2088
C0411,5659,2023-12-26,P6,Clothing,Chennai,1,702,702
C0034,5660,2023-06-17,P8,Home,Delhi,5,1802,9010
C0055,5661,2023-03-26,P1,Clothing,Mumbai,5,1817,9085
C0349,5662,2023-03-25,P6,Sports,Delhi,3,1877,5631
C0437,5663,2023-09-26,P5,Home,Mumbai,3,729,2187
C0177,5664,2023-02-19,P3,Clothing,Kolkata,1,586,586
C0360,5665,2023-01-03,P5,Clothing,Mumbai,2,1739,3478
C0139,5666,2023-04-28,P8,Home,Chennai,4,1729,6916
C0497,5667,2023-04-29,P4,Electronics,Delhi,5,1919,9595
C0275,5668,2023-07-15,P1,Electronics,Kolkata,2,208,416
C0066,5669,2023-07-10,P1,Electronics,Mumbai,3,1447,4341
C0450,5670,2023-08-12,P3,Home,Bangalore,2,696,1392
C0357,5671,2023-10-01,P2,Electronics,Chennai,5,107,535
C0349,5672,2023-05-25,P6,Sports,Chennai,4,148,592
C0047,5673,2023-06-27,P6,Clothing,Chennai,1,1143,1143
C0458,5674,2023-08-19,P3,Home,Chennai,1,459,459
C0189,5675,2023-12-05,P4,Sports,Delhi,4,1395,5580
C0219,5676,2023-12-16,P3,Clothing,Chennai,3,1959,5877
C0461,5677,2023-04-08,P8,Electronics,Delhi,1,621,621
C0327,5678,2023-12-28,P4,Clothing,Delhi,1,608,608
C0122,5679,2023-01-11,P6,Home,Kolkata,1,1714,1714
C0136,5680,2023-12-03,P1,Electronics,Bangalore,2,938,1876
C0089,5681,2023-07-10,P3,Clothing,Kolkata,2,1127,2254
C0452,5682,2023-09-09,P8,Home,Kolkata,5,307,1535
C0101,5683,2023-08-29,P4,Sports,Chennai,4,1828,7312
C0447,5684,2023-06-14,P3,Electronics,Mumbai,3,1158,3474
C0130,5685,2023-10-12,P7,Home,Kolkata,2,1416,2832
C0354,5686,2023-12-09,P8,Sports,Mumbai,4,1726,6904
C0259,5687,2023-03-20,P5,Clothing,Bangalore,1,985,985
C0092,5688,2023-05-31,P4,Home,Chennai,4,1958,7832
C0298,5689,2023-04-10,P2,Electronics,Mumbai,2,1697,3394
C0238,5690,2023-01-01,P5,Sports,Bangalore,1,142,142
C0288,5691,2023-06-15,P5,Electronics,Kolkata,3,1112,3336
C0138,5692,2023-03-17,P3,Sports,Chennai,4,1376,5504
C0279,5693,2023-02-18,P3,Sports,Chennai,2,167,334
C0448,5694,2023-01-25,P8,Home,Delhi,5,1482,7410
C0449,5695,2023-01-02,P3,Home,Bangalore,2,1822,3644
C0257,5696,2023-11-20,P7,Home,Delhi,2,404,808
C0394,5697,2023-07-29,P1,Electronics,Mumbai,4,602,2408
C0338,5698,2023-05-18,P3,Clothing,Bangalore,1,1903,1903
C0356,5699,2023-10-29,P6,Home,Bangalore,5,1068,5340
C0141,5700,2023-07-08,P4,Electronics,Kolkata,1,1886,1886
C0316,5701,2024-01-01,P2,Home,Delhi,5,549,2745
C0048,5702,2023-01-31,P3,Clothing,Delhi,2,494,988
C0275,5703,2023-05-13,P1,Sports,Bangalore,5,317,1585
C0279,5704,2023-05-12,P8,Clothing,Mumbai,5,375,1875
C0074,5705,2023-02-03,P5,Sports,Bangalore,3,803,2409
C0133,5706,2023-10-18,P2,Home,Mumbai,5,947,4735
C0121,5707,2023-08-05,P3,Home,Bangalore,5,1247,6235
C0388,5708,2023-06-05,P8,Clothing,Mumbai,1,1356,1356
C0484,5709,2023-10-27,P4,Sports,Bangalore,5,1107,5535
C0340,5710,2023-04-18,P6,Sports,Chennai,1,110,110
C0397,5711,2023-01-22,P6,Clothing,Kolkata,3,1884,5652
C0190,5712,2023-04-28,P6,Electronics,Delhi,2,298,596
C0012,5713,2023-01-13,P6,Home,Chennai,5,769,3845
C0459,5714,2023-09-20,P6,Clothing,Delhi,4,1186,4744
C0220,5715,2023-07-09,P2,Electronics,Delhi,2,185,370
C0122,5716,2023-01-27,P6,Home,Kolkata,5,120,600
C0147,5717,2023-09-20,P6,Electronics,Delhi,5,1649,8245
C0028,5718,2023-08-11,P2,Home,Kolkata,3,207,621
C0170,5719,2023-02-18,P3,Electronics,Chennai,4,1547,6188
C0305,5720,2023-07-01,P2,Home,Bangalore,2,364,728
C0093,5721,2023-12-16,P3,Electronics,Kolkata,1,1567,1567
C0155,5722,2023-08-27,P4,Clothing,Kolkata,4,1031,4124
C0249,5723,2023-04-14,P1,Sports,Delhi,4,985,3940
C0334,5724,2023-03-13,P7,Home,Chennai,3,218,654
C0033,5725,2023-11-07,P1,Home,Bangalore,5,1849,9245
C0063,5726,2023-08-13,P6,Home,Delhi,1,911,911
C0057,5727,2023-12-24,P1,Electronics,Kolkata,2,552,1104
C0475,5728,2023-11-17,P4,Electronics,Delhi,4,755,3020
C0479,5729,2023-11-03,P1,Home,Bangalore,2,1466,2932
C0178,5730,2023-03-10,P1,Electronics,Chennai,4,1505,6020
C0047,5731,2023-09-16,P7,Home,Mumbai,2,1048,2096
C0135,5732,2023-06-15,P6,Sports,Mumbai,5,1219,6095
C0197,5733,2023-05-20,P2,Home,Delhi,5,1985,9925
C0241,5734,2023-04-26,P8,Sports,Bangalore,4,1702,6808
C0232,5735,2023-11-30,P6,Clothing,Kolkata,5,1214,6070
C0465,5736,2023-01-30,P5,Clothing,Kolkata,4,1040,4160
C0035,5737,2023-07-25,P2,Clothing,Mumbai,5,371,1855
C0500,5738,2023-01-16,P6,Sports,Chennai,3,1015,3045
C0177,5739,2023-09-03,P5,Clothing,Delhi,2,1582,3164
C0078,5740,2023-10-16,P2,Clothing,Chennai,5,1515,7575
C0183,5741,2023-01-16,P5,Electronics,Chennai,5,775,3875
C0176,5742,2023-05-04,P8,Clothing,Kolkata,2,1926,3852
C0404,5743,2023-12-12,P2,Electronics,Mumbai,2,228,456
C0293,5744,2023-09-27,P3,Home,Mumbai,2,1626,3252
C0372,5745,2023-08-25,P4,Electronics,Mumbai,1,1293,1293
C0096,5746,2023-01-09,P3,Sports,Chennai,5,1983,9915
C0008,5747,2023-08-10,P5,Electronics,Bangalore,1,1486,1486
C0131,5748,2023-09-15,P2,Electronics,Kolkata,5,1676,8380
C0499,5749,2023-02-16,P7,Electronics,Delhi,1,780,780
C0289,5750,2023-09-29,P8,Clothing,Chennai,4,575,2300
C0269,5751,2023-07-23,P6,Sports,Delhi,1,1850,1850
C0145,5752,2023-05-17,P4,Electronics,Bangalore,2,1904,3808
C0284,5753,2023-12-05,P1,Electronics,Bangalore,5,1114,5570
C0121,5754,2023-01-25,P4,Home,Bangalore,5,1114,5570
C0248,5755,2023-04-19,P6,Sports,Mumbai,4,1507,6028
C0324,5756,2023-07-31,P5,Home,Delhi,4,1217,4868
C0434,5757,2023-05-31,P7,Sports,Delhi,3,1191,3573
C0180,5758,2023-09-27,P1,Sports,Bangalore,4,1338,5352
C0007,5759,2023-02-13,P2,Home,Mumbai,1,327,327
C0059,5760,2023-06-08,P5,Clothing,Bangalore,3,1560,4680
C0150,5761,2023-06-07,P7,Clothing,Delhi,1,552,552
C0262,5762,2023-11-02,P4,Clothing,Chennai,4,339,1356
C0439,5763,2023-07-14,P3,Electronics,Kolkata,2,395,790
C0019,5764,2023-12-23,P4,Clothing,Bangalore,1,116,116
C0309,5765,2023-12-19,P1,Sports,Mumbai,2,1232,2464
C0232,5766,2023-03-05,P2,Sports,Mumbai,5,1498,7490
C0454,5767,2023-10-05,P8,Home,Kolkata,3,1062,3186
C0197,5768,2023-01-26,P6,Home,Delhi,5,1453,7265
C0149,5769,2023-10-05,P5,Clothing,Delhi,5,685,3425
C0047,5770,2023-10-28,P4,Sports,Mumbai,1,317,317
